time_s,position_m,speed_mps,speed_kmh,acceleration_mps2,grade_promille,traction_force_n,brake_force_n,resistance_force_n,traction_energy_kwh,regen_energy_kwh,auxiliary_energy_kwh,net_energy_kwh,phase,from_station,to_station
470.8,6247.528,15.722,56.599,-1.075,3.000,0.0,260000.0,11594.2,109.34097,34.79572,15.76667,90.31191,BRAKE,丰台东大街,七里庄
471.8,6262.714,14.650,52.739,-1.072,3.000,0.0,260000.0,10835.9,109.34097,35.29572,15.80000,89.84525,BRAKE,丰台东大街,七里庄
472.8,6276.829,13.580,48.890,-1.069,3.000,0.0,260000.0,10121.1,109.34097,35.79572,15.83333,89.37858,BRAKE,丰台东大街,七里庄
473.8,6289.876,12.514,45.049,-1.067,3.000,0.0,260000.0,9449.4,109.34097,36.29572,15.86667,88.91191,BRAKE,丰台东大街,七里庄
474.8,6301.858,11.449,41.218,-1.064,3.000,0.0,260000.0,8820.3,109.34097,36.79572,15.90000,88.44525,BRAKE,丰台东大街,七里庄
475.8,6312.776,10.387,37.394,-1.062,3.000,0.0,260000.0,8233.5,109.34097,37.29572,15.93333,87.97858,BRAKE,丰台东大街,七里庄
476.8,6322.633,9.327,33.578,-1.060,3.000,0.0,260000.0,7688.6,109.34097,37.79572,15.96667,87.51191,BRAKE,丰台东大街,七里庄
477.8,6331.432,8.269,29.769,-1.058,3.000,0.0,260000.0,7185.2,109.34097,38.27229,16.00000,87.06868,BRAKE,丰台东大街,七里庄
478.8,6339.173,7.213,25.967,-1.056,3.000,0.0,260000.0,6723.1,109.34097,38.69160,16.03333,86.68270,BRAKE,丰台东大街,七里庄
478.9,6339.900,0.000,0.000,-1.055,3.000,0.0,260000.0,6302.0,109.34097,39.05374,16.06667,86.35390,ARRIVE,丰台东大街,七里庄
508.9,6339.900,0.000,0.000,0.000,3.000,0.0,0.0,0.0,109.34097,39.05374,17.06667,87.35390,DWELL,七里庄,七里庄
509.9,6340.418,1.036,3.728,1.036,3.000,280000.0,0.0,4500.0,109.38125,39.05374,17.10000,87.42750,ACCEL,七里庄,六里桥
510.9,6341.971,2.071,7.455,1.035,3.000,280000.0,0.0,4643.6,109.50205,39.05374,17.13333,87.58164,ACCEL,七里庄,六里桥
511.9,6344.559,3.105,11.178,1.034,3.000,280000.0,0.0,4825.7,109.70333,39.05374,17.16667,87.81626,ACCEL,七里庄,六里桥
512.9,6348.181,4.139,14.899,1.034,3.000,280000.0,0.0,5046.2,109.98504,39.05374,17.20000,88.13129,ACCEL,七里庄,六里桥
513.9,6352.836,5.171,18.616,1.033,3.000,280000.0,0.0,5305.0,110.34709,39.05374,17.23333,88.52668,ACCEL,七里庄,六里桥
514.9,6358.523,6.203,22.329,1.031,3.000,280000.0,0.0,5601.9,110.78940,39.05374,17.26667,89.00233,ACCEL,七里庄,六里桥
515.9,6365.240,7.233,26.038,1.030,3.000,280000.0,0.0,5936.8,111.31188,39.05374,17.30000,89.55814,ACCEL,七里庄,六里桥
516.9,6372.987,8.261,29.741,1.029,3.000,280000.0,0.0,6309.5,111.91443,39.05374,17.33333,90.19402,ACCEL,七里庄,六里桥
517.9,6381.762,9.288,33.438,1.027,3.000,280000.0,0.0,6719.9,112.59692,39.05374,17.36667,90.90985,ACCEL,七里庄,六里桥
518.9,6391.563,10.314,37.130,1.025,3.000,280000.0,0.0,7167.6,113.35923,39.05374,17.40000,91.70549,ACCEL,七里庄,六里桥
519.9,6402.389,11.337,40.814,1.023,3.000,280000.0,0.0,7652.4,114.20122,39.05374,17.43333,92.58081,ACCEL,七里庄,六里桥
520.9,6414.237,12.359,44.492,1.021,3.000,280000.0,0.0,8174.1,115.12273,39.05374,17.46667,93.53566,ACCEL,七里庄,六里桥
521.9,6427.065,13.297,47.868,0.938,3.000,258925.9,0.0,8732.3,116.04535,39.05374,17.50000,94.49161,ACCEL,七里庄,六里桥
522.9,6440.794,14.162,50.984,0.865,3.000,240660.1,0.0,9278.1,116.96317,39.05374,17.53333,95.44276,ACCEL,七里庄,六里桥
523.9,6455.360,14.969,53.888,0.807,3.000,225953.6,0.0,9809.7,117.87737,39.05374,17.56667,96.39030,ACCEL,七里庄,六里桥
524.9,6470.707,15.727,56.615,0.758,3.000,213777.3,0.0,10329.5,118.78876,39.05374,17.60000,97.33502,ACCEL,七里庄,六里桥
525.9,6486.792,16.442,59.193,0.716,3.000,203478.0,0.0,10839.0,119.69788,39.05374,17.63333,98.27747,ACCEL,七里庄,六里桥
526.9,6503.574,17.122,61.640,0.680,3.000,194617.9,0.0,11339.5,120.60514,39.05374,17.66667,99.21807,ACCEL,七里庄,六里桥
527.9,6521.021,17.770,63.974,0.648,3.000,186890.4,0.0,11831.8,121.51086,39.05374,17.70000,100.15712,ACCEL,七里庄,六里桥
528.9,6539.101,18.390,66.206,0.620,3.000,180074.0,0.0,12316.7,122.41525,39.05374,17.73333,101.09485,ACCEL,七里庄,六里桥
529.9,6557.789,18.985,68.347,0.595,3.000,174003.4,0.0,12794.6,123.31851,39.05374,17.76667,102.03144,ACCEL,七里庄,六里桥
530.9,6577.060,19.557,70.405,0.572,3.000,168552.8,0.0,13266.1,124.22079,39.05374,17.80000,102.96705,ACCEL,七里庄,六里桥
531.9,6596.893,20.108,72.389,0.551,3.000,163624.2,0.0,13731.4,125.12220,39.05374,17.83333,103.90179,ACCEL,七里庄,六里桥
532.9,6617.267,20.640,74.304,0.532,3.000,159140.2,0.0,14191.0,126.02285,39.05374,17.86667,104.83577,ACCEL,七里庄,六里桥
533.9,6638.164,21.154,76.156,0.514,3.000,155038.5,0.0,14645.0,126.92281,39.05374,17.90000,105.76907,ACCEL,七里庄,六里桥
534.9,6659.567,21.653,77.949,0.498,3.000,151268.5,0.0,15093.7,127.82217,39.05374,17.93333,106.70176,ACCEL,七里庄,六里桥
535.9,6681.461,22.136,79.688,0.483,3.000,147788.5,0.0,15537.3,128.72097,39.05374,17.96667,107.63390,ACCEL,七里庄,六里桥
536.9,6703.640,22.222,80.000,0.087,3.000,144563.8,0.0,15976.0,129.61160,39.05374,18.00000,108.55786,ACCEL,七里庄,六里桥
537.9,6725.862,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,129.75429,39.05374,18.03333,108.73389,CRUISE,七里庄,六里桥
538.9,6748.085,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,129.89699,39.05374,18.06667,108.90991,CRUISE,七里庄,六里桥
539.9,6770.307,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,130.03968,39.05374,18.10000,109.08594,CRUISE,七里庄,六里桥
540.9,6792.529,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,130.18237,39.05374,18.13333,109.26197,CRUISE,七里庄,六里桥
541.9,6814.751,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,130.32507,39.05374,18.16667,109.43799,CRUISE,七里庄,六里桥
542.9,6836.974,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,130.46776,39.05374,18.20000,109.61402,CRUISE,七里庄,六里桥
543.9,6859.196,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,130.61045,39.05374,18.23333,109.79005,CRUISE,七里庄,六里桥
544.9,6881.418,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,130.75315,39.05374,18.26667,109.96607,CRUISE,七里庄,六里桥
545.9,6903.640,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,130.89584,39.05374,18.30000,110.14210,CRUISE,七里庄,六里桥
546.9,6925.862,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,131.03854,39.05374,18.33333,110.31813,CRUISE,七里庄,六里桥
547.9,6948.085,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,131.18123,39.05374,18.36667,110.49415,CRUISE,七里庄,六里桥
548.9,6970.307,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,131.32392,39.05374,18.40000,110.67018,CRUISE,七里庄,六里桥
549.9,6992.529,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,131.46662,39.05374,18.43333,110.84621,CRUISE,七里庄,六里桥
550.9,7014.751,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,131.60931,39.05374,18.46667,111.02224,CRUISE,七里庄,六里桥
551.9,7036.974,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,131.75200,39.05374,18.50000,111.19826,CRUISE,七里庄,六里桥
552.9,7059.196,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,131.89470,39.05374,18.53333,111.37429,CRUISE,七里庄,六里桥
553.9,7081.418,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,132.03739,39.05374,18.56667,111.55032,CRUISE,七里庄,六里桥
554.9,7103.640,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,132.18008,39.05374,18.60000,111.72634,CRUISE,七里庄,六里桥
555.9,7125.862,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,132.32278,39.05374,18.63333,111.90237,CRUISE,七里庄,六里桥
556.9,7148.085,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,132.46547,39.05374,18.66667,112.07840,CRUISE,七里庄,六里桥
557.9,7170.307,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,132.60816,39.05374,18.70000,112.25442,CRUISE,七里庄,六里桥
558.9,7192.529,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,132.75086,39.05374,18.73333,112.43045,CRUISE,七里庄,六里桥
559.9,7214.751,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,132.89355,39.05374,18.76667,112.60648,CRUISE,七里庄,六里桥
560.9,7236.974,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,133.03624,39.05374,18.80000,112.78250,CRUISE,七里庄,六里桥
561.9,7259.196,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,133.17894,39.05374,18.83333,112.95853,CRUISE,七里庄,六里桥
562.9,7281.418,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,133.32163,39.05374,18.86667,113.13456,CRUISE,七里庄,六里桥
563.9,7303.640,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,133.46432,39.05374,18.90000,113.31058,CRUISE,七里庄,六里桥
564.9,7325.862,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,133.60702,39.05374,18.93333,113.48661,CRUISE,七里庄,六里桥
565.9,7348.085,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,133.74971,39.05374,18.96667,113.66264,CRUISE,七里庄,六里桥
566.9,7370.307,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,133.89240,39.05374,19.00000,113.83866,CRUISE,七里庄,六里桥
567.9,7392.529,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,134.03510,39.05374,19.03333,114.01469,CRUISE,七里庄,六里桥
568.9,7414.751,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,134.17779,39.05374,19.06667,114.19072,CRUISE,七里庄,六里桥
569.9,7436.974,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,134.32049,39.05374,19.10000,114.36674,CRUISE,七里庄,六里桥
570.9,7459.196,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,134.46318,39.05374,19.13333,114.54277,CRUISE,七里庄,六里桥
571.9,7481.418,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,134.60587,39.05374,19.16667,114.71880,CRUISE,七里庄,六里桥
572.9,7503.640,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,134.74857,39.05374,19.20000,114.89482,CRUISE,七里庄,六里桥
573.9,7525.862,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,134.89126,39.05374,19.23333,115.07085,CRUISE,七里庄,六里桥
574.9,7548.085,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,135.03395,39.05374,19.26667,115.24688,CRUISE,七里庄,六里桥
575.9,7570.307,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,135.17665,39.05374,19.30000,115.42291,CRUISE,七里庄,六里桥
576.9,7592.529,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,135.31934,39.05374,19.33333,115.59893,CRUISE,七里庄,六里桥
577.9,7614.751,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,135.46203,39.05374,19.36667,115.77496,CRUISE,七里庄,六里桥
578.9,7636.974,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,135.60473,39.05374,19.40000,115.95099,CRUISE,七里庄,六里桥
579.9,7659.196,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,135.74742,39.05374,19.43333,116.12701,CRUISE,七里庄,六里桥
580.9,7681.418,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,135.89011,39.05374,19.46667,116.30304,CRUISE,七里庄,六里桥
581.9,7703.640,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,136.03281,39.05374,19.50000,116.47907,CRUISE,七里庄,六里桥
582.9,7725.862,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,136.17550,39.05374,19.53333,116.65509,CRUISE,七里庄,六里桥
583.9,7748.085,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,136.31819,39.05374,19.56667,116.83112,CRUISE,七里庄,六里桥
584.9,7770.307,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,136.46089,39.05374,19.60000,117.00715,CRUISE,七里庄,六里桥
585.9,7792.529,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,136.60358,39.05374,19.63333,117.18317,CRUISE,七里庄,六里桥
586.9,7814.751,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,136.74627,39.05374,19.66667,117.35920,CRUISE,七里庄,六里桥
587.9,7836.974,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,136.88897,39.05374,19.70000,117.53523,CRUISE,七里庄,六里桥
588.9,7859.196,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,137.03166,39.05374,19.73333,117.71125,CRUISE,七里庄,六里桥
589.9,7881.418,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,137.17435,39.05374,19.76667,117.88728,CRUISE,七里庄,六里桥
590.9,7903.640,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,137.31705,39.05374,19.80000,118.06331,CRUISE,七里庄,六里桥
591.9,7925.316,21.130,76.068,-1.092,3.000,0.0,260000.0,16055.6,137.31705,39.55374,19.83333,117.59664,BRAKE,七里庄,六里桥
592.9,7945.902,20.041,72.149,-1.088,3.000,0.0,260000.0,15072.1,137.31705,40.05374,19.86667,117.12997,BRAKE,七里庄,六里桥
593.9,7965.401,18.957,68.244,-1.085,3.000,0.0,260000.0,14134.9,137.31705,40.55374,19.90000,116.66331,BRAKE,七里庄,六里桥
594.9,7983.817,17.875,64.351,-1.081,3.000,0.0,260000.0,13243.2,137.31705,41.05374,19.93333,116.19664,BRAKE,七里庄,六里桥
595.9,8001.153,16.797,60.469,-1.078,3.000,0.0,260000.0,12396.4,137.31705,41.55374,19.96667,115.72997,BRAKE,七里庄,六里桥
596.9,8017.413,15.722,56.599,-1.075,3.000,0.0,260000.0,11594.2,137.31705,42.05374,20.00000,115.26331,BRAKE,七里庄,六里桥
597.9,8032.599,14.650,52.739,-1.072,3.000,0.0,260000.0,10835.9,137.31705,42.55374,20.03333,114.79664,BRAKE,七里庄,六里桥
598.9,8046.714,13.580,48.890,-1.069,3.000,0.0,260000.0,10121.1,137.31705,43.05374,20.06667,114.32997,BRAKE,七里庄,六里桥
599.9,8059.761,12.514,45.049,-1.067,3.000,0.0,260000.0,9449.4,137.31705,43.55374,20.10000,113.86331,BRAKE,七里庄,六里桥
600.9,8071.742,11.449,41.218,-1.064,3.000,0.0,260000.0,8820.3,137.31705,44.05374,20.13333,113.39664,BRAKE,七里庄,六里桥
601.9,8082.661,10.387,37.394,-1.062,3.000,0.0,260000.0,8233.5,137.31705,44.55374,20.16667,112.92997,BRAKE,七里庄,六里桥
602.9,8092.518,9.327,33.578,-1.060,3.000,0.0,260000.0,7688.6,137.31705,45.05374,20.20000,112.46331,BRAKE,七里庄,六里桥
603.9,8101.316,8.269,29.769,-1.058,3.000,0.0,260000.0,7185.2,137.31705,45.53031,20.23333,112.02007,BRAKE,七里庄,六里桥
604.9,8109.057,7.213,25.967,-1.056,3.000,0.0,260000.0,6723.1,137.31705,45.94962,20.26667,111.63409,BRAKE,七里庄,六里桥
605.9,8115.743,6.158,22.170,-1.055,3.000,0.0,260000.0,6302.0,137.31705,46.31176,20.30000,111.30529,BRAKE,七里庄,六里桥
606.4,8118.830,0.000,0.000,-1.053,3.000,0.0,260000.0,5921.6,137.31705,46.61681,20.33333,111.03357,ARRIVE,七里庄,六里桥
636.4,8118.830,0.000,0.000,0.000,0.000,0.0,0.0,0.0,137.31705,46.61681,21.33333,112.03357,DWELL,六里桥,六里桥
637.4,8119.361,1.063,3.826,1.063,0.000,280000.0,0.0,4500.0,137.35838,46.61681,21.36667,112.10824,ACCEL,六里桥,六里桥东
638.4,8120.955,2.125,7.651,1.062,0.000,280000.0,0.0,4647.9,137.48236,46.61681,21.40000,112.26555,ACCEL,六里桥,六里桥东
639.4,8123.611,3.187,11.472,1.062,0.000,280000.0,0.0,4836.3,137.68894,46.61681,21.43333,112.50547,ACCEL,六里桥,六里桥东
640.4,8127.329,4.247,15.291,1.061,0.000,280000.0,0.0,5065.2,137.97805,46.61681,21.46667,112.82791,ACCEL,六里桥,六里桥东
641.4,8132.106,5.307,19.106,1.060,0.000,280000.0,0.0,5334.4,138.34962,46.61681,21.50000,113.23281,ACCEL,六里桥,六里桥东
642.4,8137.942,6.366,22.916,1.058,0.000,280000.0,0.0,5643.8,138.80356,46.61681,21.53333,113.72009,ACCEL,六里桥,六里桥东
643.4,8144.837,7.423,26.722,1.057,0.000,280000.0,0.0,5993.3,139.33978,46.61681,21.56667,114.28964,ACCEL,六里桥,六里桥东
644.4,8152.787,8.478,30.522,1.056,0.000,280000.0,0.0,6382.5,139.95816,46.61681,21.60000,114.94135,ACCEL,六里桥,六里桥东
645.4,8161.792,9.532,34.316,1.054,0.000,280000.0,0.0,6811.3,140.65857,46.61681,21.63333,115.67510,ACCEL,六里桥,六里桥东
646.4,8171.851,10.585,38.104,1.052,0.000,280000.0,0.0,7279.5,141.44090,46.61681,21.66667,116.49075,ACCEL,六里桥,六里桥东
647.4,8182.961,11.635,41.885,1.050,0.000,280000.0,0.0,7786.7,142.30498,46.61681,21.70000,117.38817,ACCEL,六里桥,六里桥东
648.4,8195.110,12.664,45.589,1.029,0.000,275038.9,0.0,8332.8,143.23317,46.61681,21.73333,118.34970,ACCEL,六里桥,六里桥东
649.4,8208.244,13.604,48.975,0.941,0.000,252691.2,0.0,8906.3,144.15507,46.61681,21.76667,119.30493,ACCEL,六里桥,六里桥东
650.4,8222.283,14.475,52.111,0.871,0.000,235221.4,0.0,9463.8,145.07241,46.61681,21.80000,120.25560,ACCEL,六里桥,六里桥东
651.4,8237.166,15.289,55.042,0.814,0.000,221068.0,0.0,10008.6,145.98630,46.61681,21.83333,121.20283,ACCEL,六里桥,六里桥东
652.4,8252.839,16.056,57.802,0.767,0.000,209294.6,0.0,10542.5,146.89748,46.61681,21.86667,122.14734,ACCEL,六里桥,六里桥东
653.4,8269.258,16.782,60.417,0.726,0.000,199299.4,0.0,11067.2,147.80647,46.61681,21.90000,123.08966,ACCEL,六里桥,六里桥东
654.4,8286.386,17.473,62.904,0.691,0.000,190675.4,0.0,11583.6,148.71366,46.61681,21.93333,124.03018,ACCEL,六里桥,六里桥东
655.4,8304.189,18.133,65.280,0.660,0.000,183135.6,0.0,12092.6,149.61933,46.61681,21.96667,124.96919,ACCEL,六里桥,六里桥东
656.4,8322.639,18.766,67.556,0.632,0.000,176471.1,0.0,12594.7,150.52372,46.61681,22.00000,125.90691,ACCEL,六里桥,六里桥东
657.4,8341.708,19.373,69.742,0.607,0.000,170525.5,0.0,13090.5,151.42699,46.61681,22.03333,126.84352,ACCEL,六里桥,六里桥东
658.4,8361.373,19.958,71.848,0.585,0.000,165179.1,0.0,13580.3,152.32930,46.61681,22.06667,127.77916,ACCEL,六里桥,六里桥东
659.4,8381.613,20.522,73.880,0.564,0.000,160338.5,0.0,14064.6,153.23076,46.61681,22.10000,128.71395,ACCEL,六里桥,六里桥东
660.4,8402.408,21.068,75.843,0.545,0.000,155929.4,0.0,14543.5,154.13146,46.61681,22.13333,129.64798,ACCEL,六里桥,六里桥东
661.4,8423.739,21.596,77.744,0.528,0.000,151892.2,0.0,15017.3,155.03149,46.61681,22.16667,130.58134,ACCEL,六里桥,六里桥东
662.4,8445.591,22.108,79.587,0.512,0.000,148178.0,0.0,15486.2,155.93091,46.61681,22.20000,131.51410,ACCEL,六里桥,六里桥东
663.4,8467.756,22.222,80.000,0.115,0.000,144746.8,0.0,15950.3,156.82211,46.61681,22.23333,132.43863,ACCEL,六里桥,六里桥东
664.4,8489.978,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,156.92121,46.61681,22.26667,132.57107,CRUISE,六里桥,六里桥东
665.4,8512.200,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,157.02032,46.61681,22.30000,132.70351,CRUISE,六里桥,六里桥东
666.4,8534.423,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,157.11943,46.61681,22.33333,132.83595,CRUISE,六里桥,六里桥东
667.4,8556.645,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,157.21854,46.61681,22.36667,132.96840,CRUISE,六里桥,六里桥东
668.4,8578.867,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,157.31765,46.61681,22.40000,133.10084,CRUISE,六里桥,六里桥东
669.4,8601.089,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,157.41676,46.61681,22.43333,133.23328,CRUISE,六里桥,六里桥东
670.4,8623.312,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,157.51586,46.61681,22.46667,133.36572,CRUISE,六里桥,六里桥东
671.4,8645.534,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,157.61497,46.61681,22.50000,133.49816,CRUISE,六里桥,六里桥东
672.4,8667.756,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,157.71408,46.61681,22.53333,133.63060,CRUISE,六里桥,六里桥东
673.4,8689.978,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,157.81319,46.61681,22.56667,133.76305,CRUISE,六里桥,六里桥东
674.4,8712.200,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,157.91230,46.61681,22.60000,133.89549,CRUISE,六里桥,六里桥东
675.4,8734.423,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,158.01141,46.61681,22.63333,134.02793,CRUISE,六里桥,六里桥东
676.4,8756.645,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,158.11051,46.61681,22.66667,134.16037,CRUISE,六里桥,六里桥东
677.4,8778.867,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,158.20962,46.61681,22.70000,134.29281,CRUISE,六里桥,六里桥东
678.4,8801.089,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,158.30873,46.61681,22.73333,134.42525,CRUISE,六里桥,六里桥东
679.4,8823.312,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,158.40784,46.61681,22.76667,134.55770,CRUISE,六里桥,六里桥东
680.4,8845.534,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,158.50695,46.61681,22.80000,134.69014,CRUISE,六里桥,六里桥东
681.4,8867.756,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,158.60606,46.61681,22.83333,134.82258,CRUISE,六里桥,六里桥东
682.4,8889.978,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,158.70516,46.61681,22.86667,134.95502,CRUISE,六里桥,六里桥东
683.4,8912.200,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,158.80427,46.61681,22.90000,135.08746,CRUISE,六里桥,六里桥东
684.4,8934.423,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,158.90338,46.61681,22.93333,135.21990,CRUISE,六里桥,六里桥东
685.4,8956.645,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,159.00249,46.61681,22.96667,135.35235,CRUISE,六里桥,六里桥东
686.4,8978.867,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,159.10160,46.61681,23.00000,135.48479,CRUISE,六里桥,六里桥东
687.4,9001.089,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,159.20071,46.61681,23.03333,135.61723,CRUISE,六里桥,六里桥东
688.4,9023.312,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,159.29981,46.61681,23.06667,135.74967,CRUISE,六里桥,六里桥东
689.4,9045.534,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,159.39892,46.61681,23.10000,135.88211,CRUISE,六里桥,六里桥东
690.4,9067.756,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,159.49803,46.61681,23.13333,136.01456,CRUISE,六里桥,六里桥东
691.4,9089.978,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,159.59714,46.61681,23.16667,136.14700,CRUISE,六里桥,六里桥东
692.4,9112.200,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,159.69625,46.61681,23.20000,136.27944,CRUISE,六里桥,六里桥东
693.4,9134.423,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,159.79536,46.61681,23.23333,136.41188,CRUISE,六里桥,六里桥东
694.4,9156.645,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,159.89446,46.61681,23.26667,136.54432,CRUISE,六里桥,六里桥东
695.4,9178.867,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,159.99357,46.61681,23.30000,136.67676,CRUISE,六里桥,六里桥东
696.4,9201.089,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,160.09268,46.61681,23.33333,136.80921,CRUISE,六里桥,六里桥东
697.4,9222.779,21.157,76.166,-1.065,0.000,0.0,260000.0,16055.6,160.09268,47.11681,23.36667,136.34254,BRAKE,六里桥,六里桥东
698.4,9243.406,20.096,72.345,-1.061,0.000,0.0,260000.0,15096.1,160.09268,47.61681,23.40000,135.87587,BRAKE,六里桥,六里桥东
699.4,9262.973,19.038,68.537,-1.058,0.000,0.0,260000.0,14180.7,160.09268,48.11681,23.43333,135.40921,BRAKE,六里桥,六里桥东
700.4,9281.483,17.984,64.741,-1.054,0.000,0.0,260000.0,13308.6,160.09268,48.61681,23.46667,134.94254,BRAKE,六里桥,六里桥东
701.4,9298.941,16.932,60.957,-1.051,0.000,0.0,260000.0,12479.4,160.09268,49.11681,23.50000,134.47587,BRAKE,六里桥,六里桥东
702.4,9315.350,15.884,57.183,-1.048,0.000,0.0,260000.0,11692.6,160.09268,49.61681,23.53333,134.00921,BRAKE,六里桥,六里桥东
703.4,9330.711,14.839,53.420,-1.045,0.000,0.0,260000.0,10947.7,160.09268,50.11681,23.56667,133.54254,BRAKE,六里桥,六里桥东
704.4,9345.029,13.796,49.667,-1.043,0.000,0.0,260000.0,10244.1,160.09268,50.61681,23.60000,133.07587,BRAKE,六里桥,六里桥东
705.4,9358.305,12.756,45.922,-1.040,0.000,0.0,260000.0,9581.6,160.09268,51.11681,23.63333,132.60921,BRAKE,六里桥,六里桥东
706.4,9370.542,11.719,42.187,-1.038,0.000,0.0,260000.0,8959.7,160.09268,51.61681,23.66667,132.14254,BRAKE,六里桥,六里桥东
707.4,9381.743,10.683,38.459,-1.035,0.000,0.0,260000.0,8378.1,160.09268,52.11681,23.70000,131.67587,BRAKE,六里桥,六里桥东
708.4,9391.910,9.650,34.739,-1.033,0.000,0.0,260000.0,7836.3,160.09268,52.61681,23.73333,131.20921,BRAKE,六里桥,六里桥东
709.4,9401.044,8.618,31.026,-1.031,0.000,0.0,260000.0,7334.1,160.09268,53.11158,23.76667,130.74777,BRAKE,六里桥,六里桥东
