time_s,position_m,speed_mps,speed_kmh,acceleration_mps2,grade_promille,traction_force_n,brake_force_n,resistance_force_n,traction_energy_kwh,regen_energy_kwh,auxiliary_energy_kwh,net_energy_kwh,phase,from_station,to_station
1.0,313.513,1.027,3.696,1.027,4.000,280000.0,0.0,4500.0,0.03992,0.00000,0.03333,0.07326,ACCEL,郭公庄,丰台科技园
2.0,315.053,2.053,7.389,1.026,4.000,280000.0,0.0,4642.2,0.15967,0.00000,0.06667,0.22633,ACCEL,郭公庄,丰台科技园
3.0,317.618,3.078,11.080,1.025,4.000,280000.0,0.0,4822.1,0.35919,0.00000,0.10000,0.45919,ACCEL,郭公庄,丰台科技园
4.0,321.208,4.102,14.769,1.024,4.000,280000.0,0.0,5039.9,0.63842,0.00000,0.13333,0.77175,ACCEL,郭公庄,丰台科技园
5.0,325.822,5.126,18.453,1.023,4.000,280000.0,0.0,5295.2,0.99730,0.00000,0.16667,1.16396,ACCEL,郭公庄,丰台科技园
6.0,331.459,6.148,22.134,1.022,4.000,280000.0,0.0,5588.0,1.43573,0.00000,0.20000,1.63573,ACCEL,郭公庄,丰台科技园
7.0,338.118,7.169,25.810,1.021,4.000,280000.0,0.0,5918.2,1.95364,0.00000,0.23333,2.18697,ACCEL,郭公庄,丰台科技园
8.0,345.797,8.189,29.480,1.020,4.000,280000.0,0.0,6285.5,2.55091,0.00000,0.26667,2.81758,ACCEL,郭公庄,丰台科技园
9.0,354.495,9.207,33.146,1.018,4.000,280000.0,0.0,6689.8,3.22743,0.00000,0.30000,3.52743,ACCEL,郭公庄,丰台科技园
10.0,364.211,10.224,36.805,1.016,4.000,280000.0,0.0,7130.7,3.98307,0.00000,0.33333,4.31640,ACCEL,郭公庄,丰台科技园
11.0,374.942,11.238,40.457,1.015,4.000,280000.0,0.0,7608.2,4.81769,0.00000,0.36667,5.18435,ACCEL,郭公庄,丰台科技园
12.0,386.686,12.251,44.103,1.013,4.000,280000.0,0.0,8121.9,5.73114,0.00000,0.40000,6.13114,ACCEL,郭公庄,丰台科技园
13.0,399.406,13.189,47.479,0.938,4.000,261209.2,0.0,8671.5,6.65406,0.00000,0.43333,7.08739,ACCEL,郭公庄,丰台科技园
14.0,413.027,14.053,50.590,0.864,4.000,242632.1,0.0,9213.6,7.57207,0.00000,0.46667,8.03874,ACCEL,郭公庄,丰台科技园
15.0,427.482,14.858,53.487,0.805,4.000,227710.9,0.0,9741.1,8.48641,0.00000,0.50000,8.98641,ACCEL,郭公庄,丰台科技园
16.0,442.717,15.613,56.205,0.755,4.000,215379.2,0.0,10256.3,9.39788,0.00000,0.53333,9.93122,ACCEL,郭公庄,丰台科技园
17.0,458.686,16.325,58.772,0.713,4.000,204963.1,0.0,10761.0,10.30707,0.00000,0.56667,10.87373,ACCEL,郭公庄,丰台科技园
18.0,475.350,17.002,61.207,0.676,4.000,196012.6,0.0,11256.4,11.21437,0.00000,0.60000,11.81437,ACCEL,郭公庄,丰台科技园
19.0,492.674,17.646,63.527,0.645,4.000,188213.7,0.0,11743.4,12.12011,0.00000,0.63333,12.75344,ACCEL,郭公庄,丰台科技园
20.0,510.628,18.263,65.745,0.616,4.000,181339.5,0.0,12222.7,13.02451,0.00000,0.66667,13.69118,ACCEL,郭公庄,丰台科技园
21.0,529.186,18.853,67.872,0.591,4.000,175221.5,0.0,12694.9,13.92778,0.00000,0.70000,14.62778,ACCEL,郭公庄,丰台科技园
22.0,548.323,19.421,69.916,0.568,4.000,169731.5,0.0,13160.4,14.83005,0.00000,0.73333,15.56338,ACCEL,郭公庄,丰台科技园
23.0,568.018,19.968,71.884,0.547,4.000,164769.8,0.0,13619.7,15.73145,0.00000,0.76667,16.49812,ACCEL,郭公庄,丰台科技园
24.0,588.250,20.496,73.784,0.528,4.000,160257.5,0.0,14073.0,16.63209,0.00000,0.80000,17.43209,ACCEL,郭公庄,丰台科技园
25.0,609.000,21.006,75.620,0.510,4.000,156131.7,0.0,14520.7,17.53204,0.00000,0.83333,18.36537,ACCEL,郭公庄,丰台科技园
26.0,630.253,21.499,77.397,0.494,4.000,152340.8,0.0,14962.9,18.43137,0.00000,0.86667,19.29804,ACCEL,郭公庄,丰台科技园
27.0,651.991,21.978,79.120,0.479,4.000,148842.6,0.0,15399.8,19.33015,0.00000,0.90000,20.23015,ACCEL,郭公庄,丰台科技园
28.0,674.091,22.222,80.000,0.244,4.000,145601.9,0.0,15831.7,20.22398,0.00000,0.93333,21.15732,ACCEL,郭公庄,丰台科技园
29.0,696.313,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,20.38121,0.00000,0.96667,21.34787,CRUISE,郭公庄,丰台科技园
30.0,718.535,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,20.53843,0.00000,1.00000,21.53843,CRUISE,郭公庄,丰台科技园
31.0,740.758,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,20.69565,0.00000,1.03333,21.72898,CRUISE,郭公庄,丰台科技园
32.0,762.980,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,20.85287,0.00000,1.06667,21.91954,CRUISE,郭公庄,丰台科技园
33.0,785.202,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,21.01009,0.00000,1.10000,22.11009,CRUISE,郭公庄,丰台科技园
34.0,807.424,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,21.16732,0.00000,1.13333,22.30065,CRUISE,郭公庄,丰台科技园
35.0,829.647,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,21.32454,0.00000,1.16667,22.49120,CRUISE,郭公庄,丰台科技园
36.0,851.869,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,21.48176,0.00000,1.20000,22.68176,CRUISE,郭公庄,丰台科技园
37.0,874.091,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,21.63898,0.00000,1.23333,22.87231,CRUISE,郭公庄,丰台科技园
38.0,896.313,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,21.79620,0.00000,1.26667,23.06287,CRUISE,郭公庄,丰台科技园
39.0,918.535,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,21.95343,0.00000,1.30000,23.25343,CRUISE,郭公庄,丰台科技园
40.0,940.758,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,22.11065,0.00000,1.33333,23.44398,CRUISE,郭公庄,丰台科技园
41.0,962.980,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,22.26787,0.00000,1.36667,23.63454,CRUISE,郭公庄,丰台科技园
42.0,985.202,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,22.42509,0.00000,1.40000,23.82509,CRUISE,郭公庄,丰台科技园
43.0,1007.424,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,22.58231,0.00000,1.43333,24.01565,CRUISE,郭公庄,丰台科技园
44.0,1029.647,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,22.73953,0.00000,1.46667,24.20620,CRUISE,郭公庄,丰台科技园
45.0,1051.869,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,22.89676,0.00000,1.50000,24.39676,CRUISE,郭公庄,丰台科技园
46.0,1074.091,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,23.05398,0.00000,1.53333,24.58731,CRUISE,郭公庄,丰台科技园
47.0,1096.313,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,23.21120,0.00000,1.56667,24.77787,CRUISE,郭公庄,丰台科技园
48.0,1118.535,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,23.36842,0.00000,1.60000,24.96842,CRUISE,郭公庄,丰台科技园
49.0,1140.758,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,23.52564,0.00000,1.63333,25.15898,CRUISE,郭公庄,丰台科技园
50.0,1162.980,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,23.68287,0.00000,1.66667,25.34953,CRUISE,郭公庄,丰台科技园
51.0,1185.202,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,23.84009,0.00000,1.70000,25.54009,CRUISE,郭公庄,丰台科技园
52.0,1207.424,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,23.99731,0.00000,1.73333,25.73064,CRUISE,郭公庄,丰台科技园
53.0,1229.647,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,24.15453,0.00000,1.76667,25.92120,CRUISE,郭公庄,丰台科技园
54.0,1251.869,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,24.31175,0.00000,1.80000,26.11175,CRUISE,郭公庄,丰台科技园
55.0,1274.091,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,24.46897,0.00000,1.83333,26.30231,CRUISE,郭公庄,丰台科技园
56.0,1296.313,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,24.62620,0.00000,1.86667,26.49286,CRUISE,郭公庄,丰台科技园
57.0,1318.535,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,24.78342,0.00000,1.90000,26.68342,CRUISE,郭公庄,丰台科技园
58.0,1340.758,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,24.94064,0.00000,1.93333,26.87397,CRUISE,郭公庄,丰台科技园
59.0,1362.980,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,25.09786,0.00000,1.96667,27.06453,CRUISE,郭公庄,丰台科技园
60.0,1385.202,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,25.25508,0.00000,2.00000,27.25508,CRUISE,郭公庄,丰台科技园
61.0,1407.424,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,25.41231,0.00000,2.03333,27.44564,CRUISE,郭公庄,丰台科技园
62.0,1429.647,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,25.56953,0.00000,2.06667,27.63619,CRUISE,郭公庄,丰台科技园
63.0,1451.869,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,25.72675,0.00000,2.10000,27.82675,CRUISE,郭公庄,丰台科技园
64.0,1473.540,21.121,76.035,-1.101,4.000,0.0,260000.0,16055.6,25.72675,0.50000,2.13333,27.36008,BRAKE,郭公庄,丰台科技园
65.0,1494.112,20.023,72.084,-1.098,4.000,0.0,260000.0,15064.1,25.72675,1.00000,2.16667,26.89342,BRAKE,郭公庄,丰台科技园
66.0,1513.589,18.929,68.146,-1.094,4.000,0.0,260000.0,14119.6,25.72675,1.50000,2.20000,26.42675,BRAKE,郭公庄,丰台科技园
67.0,1531.973,17.839,64.221,-1.090,4.000,0.0,260000.0,13221.4,25.72675,2.00000,2.23333,25.96008,BRAKE,郭公庄,丰台科技园
68.0,1549.269,16.752,60.307,-1.087,4.000,0.0,260000.0,12368.9,25.72675,2.50000,2.26667,25.49342,BRAKE,郭公庄,丰台科技园
69.0,1565.478,15.668,56.404,-1.084,4.000,0.0,260000.0,11561.5,25.72675,3.00000,2.30000,25.02675,BRAKE,郭公庄,丰台科技园
70.0,1580.606,14.587,52.513,-1.081,4.000,0.0,260000.0,10798.9,25.72675,3.50000,2.33333,24.56008,BRAKE,郭公庄,丰台科技园
71.0,1594.654,13.509,48.631,-1.078,4.000,0.0,260000.0,10080.4,25.72675,4.00000,2.36667,24.09342,BRAKE,郭公庄,丰台科技园
72.0,1607.624,12.433,44.758,-1.076,4.000,0.0,260000.0,9405.7,25.72675,4.50000,2.40000,23.62675,BRAKE,郭公庄,丰台科技园
73.0,1619.520,11.360,40.895,-1.073,4.000,0.0,260000.0,8774.3,25.72675,5.00000,2.43333,23.16008,BRAKE,郭公庄,丰台科技园
74.0,1630.345,10.289,37.039,-1.071,4.000,0.0,260000.0,8185.9,25.72675,5.50000,2.46667,22.69342,BRAKE,郭公庄,丰台科技园
75.0,1640.099,9.220,33.191,-1.069,4.000,0.0,260000.0,7640.0,25.72675,6.00000,2.50000,22.22675,BRAKE,郭公庄,丰台科技园
76.0,1648.785,8.153,29.350,-1.067,4.000,0.0,260000.0,7136.4,25.72675,6.47051,2.53333,21.78958,BRAKE,郭公庄,丰台科技园
77.0,1656.405,7.088,25.515,-1.065,4.000,0.0,260000.0,6674.8,25.72675,6.88327,2.56667,21.41015,BRAKE,郭公庄,丰台科技园
77.6,1660.520,0.000,0.000,-1.064,4.000,0.0,260000.0,6254.7,25.72675,7.23837,2.60000,21.08837,ARRIVE,郭公庄,丰台科技园
107.6,1660.520,0.000,0.000,0.000,4.000,0.0,0.0,0.0,25.72675,7.23837,3.60000,22.08837,DWELL,丰台科技园,丰台科技园
108.6,1661.033,1.027,3.696,1.027,4.000,280000.0,0.0,4500.0,25.76667,7.23837,3.63333,22.16163,ACCEL,丰台科技园,科怡路
109.6,1662.573,2.053,7.389,1.026,4.000,280000.0,0.0,4642.2,25.88642,7.23837,3.66667,22.31471,ACCEL,丰台科技园,科怡路
110.6,1665.138,3.078,11.080,1.025,4.000,280000.0,0.0,4822.1,26.08593,7.23837,3.70000,22.54756,ACCEL,丰台科技园,科怡路
111.6,1668.728,4.102,14.769,1.024,4.000,280000.0,0.0,5039.9,26.36517,7.23837,3.73333,22.86013,ACCEL,丰台科技园,科怡路
112.6,1673.342,5.126,18.453,1.023,4.000,280000.0,0.0,5295.2,26.72405,7.23837,3.76667,23.25234,ACCEL,丰台科技园,科怡路
113.6,1678.979,6.148,22.134,1.022,4.000,280000.0,0.0,5588.0,27.16248,7.23837,3.80000,23.72411,ACCEL,丰台科技园,科怡路
114.6,1685.638,7.169,25.810,1.021,4.000,280000.0,0.0,5918.2,27.68039,7.23837,3.83333,24.27535,ACCEL,丰台科技园,科怡路
115.6,1693.317,8.189,29.480,1.020,4.000,280000.0,0.0,6285.5,28.27766,7.23837,3.86667,24.90595,ACCEL,丰台科技园,科怡路
116.6,1702.015,9.207,33.146,1.018,4.000,280000.0,0.0,6689.8,28.95418,7.23837,3.90000,25.61580,ACCEL,丰台科技园,科怡路
117.6,1711.731,10.224,36.805,1.016,4.000,280000.0,0.0,7130.7,29.70981,7.23837,3.93333,26.40477,ACCEL,丰台科技园,科怡路
118.6,1722.462,11.238,40.457,1.015,4.000,280000.0,0.0,7608.2,30.54444,7.23837,3.96667,27.27273,ACCEL,丰台科技园,科怡路
119.6,1734.206,12.251,44.103,1.013,4.000,280000.0,0.0,8121.9,31.45789,7.23837,4.00000,28.21952,ACCEL,丰台科技园,科怡路
120.6,1746.926,13.189,47.479,0.938,4.000,261209.2,0.0,8671.5,32.38081,7.23837,4.03333,29.17577,ACCEL,丰台科技园,科怡路
121.6,1760.547,14.053,50.590,0.864,4.000,242632.1,0.0,9213.6,33.29882,7.23837,4.06667,30.12711,ACCEL,丰台科技园,科怡路
122.6,1775.002,14.858,53.487,0.805,4.000,227710.9,0.0,9741.1,34.21316,7.23837,4.10000,31.07478,ACCEL,丰台科技园,科怡路
123.6,1790.237,15.613,56.205,0.755,4.000,215379.2,0.0,10256.3,35.12463,7.23837,4.13333,32.01959,ACCEL,丰台科技园,科怡路
124.6,1806.206,16.325,58.772,0.713,4.000,204963.1,0.0,10761.0,36.03381,7.23837,4.16667,32.96211,ACCEL,丰台科技园,科怡路
125.6,1822.870,17.002,61.207,0.676,4.000,196012.6,0.0,11256.4,36.94112,7.23837,4.20000,33.90275,ACCEL,丰台科技园,科怡路
126.6,1840.194,17.646,63.527,0.645,4.000,188213.7,0.0,11743.4,37.84686,7.23837,4.23333,34.84182,ACCEL,丰台科技园,科怡路
127.6,1858.148,18.263,65.745,0.616,4.000,181339.5,0.0,12222.7,38.75126,7.23837,4.26667,35.77956,ACCEL,丰台科技园,科怡路
128.6,1876.706,18.853,67.872,0.591,4.000,175221.5,0.0,12694.9,39.65453,7.23837,4.30000,36.71615,ACCEL,丰台科技园,科怡路
129.6,1895.843,19.421,69.916,0.568,4.000,169731.5,0.0,13160.4,40.55680,7.23837,4.33333,37.65176,ACCEL,丰台科技园,科怡路
130.6,1915.538,19.968,71.884,0.547,4.000,164769.8,0.0,13619.7,41.45820,7.23837,4.36667,38.58650,ACCEL,丰台科技园,科怡路
131.6,1935.770,20.496,73.784,0.528,4.000,160257.5,0.0,14073.0,42.35884,7.23837,4.40000,39.52046,ACCEL,丰台科技园,科怡路
132.6,1956.520,21.006,75.620,0.510,4.000,156131.7,0.0,14520.7,43.25879,7.23837,4.43333,40.45374,ACCEL,丰台科技园,科怡路
133.6,1977.773,21.499,77.397,0.494,4.000,152340.8,0.0,14962.9,44.15812,7.23837,4.46667,41.38641,ACCEL,丰台科技园,科怡路
134.6,1999.511,21.978,79.120,0.479,4.000,148842.6,0.0,15399.8,45.05690,7.23837,4.50000,42.31853,ACCEL,丰台科技园,科怡路
135.6,2021.611,22.222,80.000,0.244,4.000,145601.9,0.0,15831.7,45.95073,7.23837,4.53333,43.24569,ACCEL,丰台科技园,科怡路
136.6,2043.833,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,46.10796,7.23837,4.56667,43.43625,CRUISE,丰台科技园,科怡路
137.6,2066.055,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,46.26518,7.23837,4.60000,43.62680,CRUISE,丰台科技园,科怡路
138.6,2088.278,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,46.42240,7.23837,4.63333,43.81736,CRUISE,丰台科技园,科怡路
139.6,2110.500,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,46.57962,7.23837,4.66667,44.00791,CRUISE,丰台科技园,科怡路
140.6,2132.722,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,46.73684,7.23837,4.70000,44.19847,CRUISE,丰台科技园,科怡路
141.6,2154.944,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,46.89407,7.23837,4.73333,44.38902,CRUISE,丰台科技园,科怡路
142.6,2177.167,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,47.05129,7.23837,4.76667,44.57958,CRUISE,丰台科技园,科怡路
143.6,2199.389,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,47.20851,7.23837,4.80000,44.77013,CRUISE,丰台科技园,科怡路
144.6,2221.611,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,47.36573,7.23837,4.83333,44.96069,CRUISE,丰台科技园,科怡路
145.6,2243.833,22.222,80.000,0.000,4.000,25469.9,0.0,16055.6,47.52295,7.23837,4.86667,45.15124,CRUISE,丰台科技园,科怡路
146.6,2265.505,21.121,76.035,-1.101,4.000,0.0,260000.0,16055.6,47.52295,7.73837,4.90000,44.68458,BRAKE,丰台科技园,科怡路
147.6,2286.077,20.023,72.084,-1.098,4.000,0.0,260000.0,15064.1,47.52295,8.23837,4.93333,44.21791,BRAKE,丰台科技园,科怡路
148.6,2305.553,18.929,68.146,-1.094,4.000,0.0,260000.0,14119.6,47.52295,8.73837,4.96667,43.75124,BRAKE,丰台科技园,科怡路
149.6,2323.938,17.839,64.221,-1.090,4.000,0.0,260000.0,13221.4,47.52295,9.23837,5.00000,43.28458,BRAKE,丰台科技园,科怡路
150.6,2341.233,16.752,60.307,-1.087,4.000,0.0,260000.0,12368.9,47.52295,9.73837,5.03333,42.81791,BRAKE,丰台科技园,科怡路
151.6,2357.443,15.668,56.404,-1.084,4.000,0.0,260000.0,11561.5,47.52295,10.23837,5.06667,42.35124,BRAKE,丰台科技园,科怡路
152.6,2372.570,14.587,52.513,-1.081,4.000,0.0,260000.0,10798.9,47.52295,10.73837,5.10000,41.88458,BRAKE,丰台科技园,科怡路
153.6,2386.618,13.509,48.631,-1.078,4.000,0.0,260000.0,10080.4,47.52295,11.23837,5.13333,41.41791,BRAKE,丰台科技园,科怡路
154.6,2399.589,12.433,44.758,-1.076,4.000,0.0,260000.0,9405.7,47.52295,11.73837,5.16667,40.95124,BRAKE,丰台科技园,科怡路
155.6,2411.485,11.360,40.895,-1.073,4.000,0.0,260000.0,8774.3,47.52295,12.23837,5.20000,40.48458,BRAKE,丰台科技园,科怡路
156.6,2422.309,10.289,37.039,-1.071,4.000,0.0,260000.0,8185.9,47.52295,12.73837,5.23333,40.01791,BRAKE,丰台科技园,科怡路
157.6,2432.063,9.220,33.191,-1.069,4.000,0.0,260000.0,7640.0,47.52295,13.23837,5.26667,39.55124,BRAKE,丰台科技园,科怡路
158.6,2440.749,8.153,29.350,-1.067,4.000,0.0,260000.0,7136.4,47.52295,13.70888,5.30000,39.11407,BRAKE,丰台科技园,科怡路
159.6,2448.370,7.088,25.515,-1.065,4.000,0.0,260000.0,6674.8,47.52295,14.12164,5.33333,38.73465,BRAKE,丰台科技园,科怡路
159.7,2448.610,0.000,0.000,-1.064,4.000,0.0,260000.0,6254.7,47.52295,14.47675,5.36667,38.41287,ARRIVE,丰台科技园,科怡路
189.7,2448.610,0.000,0.000,0.000,-6.000,0.0,0.0,0.0,47.52295,14.47675,6.36667,39.41287,DWELL,科怡路,科怡路
190.7,2449.169,1.117,4.023,1.117,-6.000,280000.0,0.0,4500.0,47.56641,14.47675,6.40000,39.48966,ACCEL,科怡路,丰台南路
191.7,2450.844,2.234,8.043,1.117,-6.000,280000.0,0.0,4656.6,47.69674,14.47675,6.43333,39.65333,ACCEL,科怡路,丰台南路
192.7,2453.637,3.350,12.060,1.116,-6.000,280000.0,0.0,4857.9,47.91391,14.47675,6.46667,39.90382,ACCEL,科怡路,丰台南路
193.7,2457.544,4.465,16.075,1.115,-6.000,280000.0,0.0,5104.0,48.21783,14.47675,6.50000,40.24109,ACCEL,科怡路,丰台南路
194.7,2462.566,5.579,20.085,1.114,-6.000,280000.0,0.0,5394.7,48.60844,14.47675,6.53333,40.66503,ACCEL,科怡路,丰台南路
195.7,2468.702,6.692,24.090,1.113,-6.000,280000.0,0.0,5729.8,49.08564,14.47675,6.56667,41.17556,ACCEL,科怡路,丰台南路
196.7,2475.949,7.803,28.090,1.111,-6.000,280000.0,0.0,6109.0,49.64932,14.47675,6.60000,41.77257,ACCEL,科怡路,丰台南路
197.7,2484.307,8.912,32.085,1.110,-6.000,280000.0,0.0,6532.3,50.29935,14.47675,6.63333,42.45594,ACCEL,科怡路,丰台南路
198.7,2493.773,10.020,36.072,1.108,-6.000,280000.0,0.0,6999.2,51.03562,14.47675,6.66667,43.22553,ACCEL,科怡路,丰台南路
199.7,2504.346,11.126,40.053,1.106,-6.000,280000.0,0.0,7509.7,51.85796,14.47675,6.70000,44.08121,ACCEL,科怡路,丰台南路
200.7,2516.023,12.229,44.026,1.104,-6.000,280000.0,0.0,8063.2,52.76622,14.47675,6.73333,45.02281,ACCEL,科怡路,丰台南路
201.7,2528.768,13.260,47.736,1.031,-6.000,261662.8,0.0,8659.6,53.69256,14.47675,6.76667,45.98248,ACCEL,科怡路,丰台南路
202.7,2542.503,14.210,51.156,0.950,-6.000,241326.3,0.0,9256.1,54.61329,14.47675,6.80000,46.93654,ACCEL,科怡路,丰台南路
203.7,2557.156,15.095,54.343,0.885,-6.000,225195.6,0.0,9839.7,55.52987,14.47675,6.83333,47.88645,ACCEL,科怡路,丰台南路
204.7,2572.667,15.927,57.338,0.832,-6.000,211988.0,0.0,10413.0,56.44326,14.47675,6.86667,48.83318,ACCEL,科怡路,丰台南路
205.7,2588.988,16.715,60.173,0.787,-6.000,200912.2,0.0,10977.5,57.35411,14.47675,6.90000,49.77737,ACCEL,科怡路,丰台南路
206.7,2606.077,17.463,62.868,0.749,-6.000,191449.2,0.0,11534.6,58.26291,14.47675,6.93333,50.71949,ACCEL,科怡路,丰台南路
207.7,2623.898,18.178,65.441,0.715,-6.000,183242.4,0.0,12084.9,59.16999,14.47675,6.96667,51.65991,ACCEL,科怡路,丰台南路
208.7,2642.418,18.863,67.907,0.685,-6.000,176036.8,0.0,12629.3,60.07562,14.47675,7.00000,52.59888,ACCEL,科怡路,丰台南路
209.7,2661.610,19.521,70.276,0.658,-6.000,169644.9,0.0,13168.1,60.98002,14.47675,7.03333,53.53661,ACCEL,科怡路,丰台南路
210.7,2681.448,20.155,72.559,0.634,-6.000,163925.1,0.0,13701.9,61.88335,14.47675,7.06667,54.47326,ACCEL,科怡路,丰台南路
211.7,2701.909,20.767,74.762,0.612,-6.000,158768.3,0.0,14230.8,62.78573,14.47675,7.10000,55.40898,ACCEL,科怡路,丰台南路
212.7,2722.973,21.359,76.893,0.592,-6.000,154088.7,0.0,14755.1,63.68729,14.47675,7.13333,56.34388,ACCEL,科怡路,丰台南路
213.7,2744.619,21.933,78.958,0.574,-6.000,149817.7,0.0,15275.1,64.58811,14.47675,7.16667,57.27803,ACCEL,科怡路,丰台南路
214.7,2766.696,22.222,80.000,0.289,-6.000,145899.9,0.0,15790.8,65.48287,14.47675,7.20000,58.20612,ACCEL,科怡路,丰台南路
215.7,2788.918,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.49481,14.47675,7.23333,58.25139,CRUISE,科怡路,丰台南路
216.7,2811.141,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.50674,14.47675,7.26667,58.29666,CRUISE,科怡路,丰台南路
217.7,2833.363,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.51868,14.47675,7.30000,58.34193,CRUISE,科怡路,丰台南路
218.7,2855.585,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.53062,14.47675,7.33333,58.38720,CRUISE,科怡路,丰台南路
219.7,2877.807,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.54256,14.47675,7.36667,58.43248,CRUISE,科怡路,丰台南路
220.7,2900.030,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.55450,14.47675,7.40000,58.47775,CRUISE,科怡路,丰台南路
221.7,2922.252,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.56643,14.47675,7.43333,58.52302,CRUISE,科怡路,丰台南路
222.7,2944.474,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.57837,14.47675,7.46667,58.56829,CRUISE,科怡路,丰台南路
223.7,2966.696,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.59031,14.47675,7.50000,58.61356,CRUISE,科怡路,丰台南路
224.7,2988.918,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.60225,14.47675,7.53333,58.65883,CRUISE,科怡路,丰台南路
225.7,3011.141,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.61419,14.47675,7.56667,58.70410,CRUISE,科怡路,丰台南路
226.7,3033.363,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.62613,14.47675,7.60000,58.74938,CRUISE,科怡路,丰台南路
227.7,3055.585,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.63806,14.47675,7.63333,58.79465,CRUISE,科怡路,丰台南路
228.7,3077.807,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.65000,14.47675,7.66667,58.83992,CRUISE,科怡路,丰台南路
229.7,3100.030,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.66194,14.47675,7.70000,58.88519,CRUISE,科怡路,丰台南路
230.7,3122.252,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.67388,14.47675,7.73333,58.93046,CRUISE,科怡路,丰台南路
231.7,3144.474,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.68582,14.47675,7.76667,58.97573,CRUISE,科怡路,丰台南路
232.7,3166.696,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.69775,14.47675,7.80000,59.02100,CRUISE,科怡路,丰台南路
233.7,3188.918,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,65.70969,14.47675,7.83333,59.06628,CRUISE,科怡路,丰台南路
234.7,3210.635,21.212,76.362,-1.011,-6.000,0.0,260000.0,16055.6,65.70969,14.97675,7.86667,58.59961,BRAKE,科怡路,丰台南路
235.7,3231.344,20.205,72.737,-1.007,-6.000,0.0,260000.0,15144.2,65.70969,15.47675,7.90000,58.13294,BRAKE,科怡路,丰台南路
